Name,Easting,Northing,Elevation,Description,Longitude,Latitude,Ellipsoidal height,Easting RMS,Northing RMS,Elevation RMS,Lateral RMS,Antenna height,Antenna height units,Solution status,Averaging start,Averaging end,Samples,PDOP,Base easting,Base northing,Base elevation,Base longitude,Base latitude,Base ellipsoidal height,Baseline,CS name
112,,,,,-114.38371189,43.34011540,1469.540,,,,,1.886,m,FIX,2022-06-03 11:06:22.0 UTC-06:00,2022-06-03 11:06:22.0 UTC-06:00,1,1.7,,,,-114.3834972,43.33865517,1462.44,161.529,Global CS
113,,,,,-114.38372540,43.34011460,1469.712,,,,,1.886,m,FIX,2022-06-03 11:06:29.6 UTC-06:00,2022-06-03 11:06:29.6 UTC-06:00,1,1.7,,,,-114.3834972,43.33865517,1462.44,161.57,Global CS
114,,,,,-114.38371933,43.34010987,1469.597,,,,,1.886,m,FIX,2022-06-03 11:06:40.8 UTC-06:00,2022-06-03 11:06:40.8 UTC-06:00,1,1.7,,,,-114.3834972,43.33865517,1462.44,160.986,Global CS
115,,,,,-114.38358848,43.34032232,1468.181,,,,,1.886,m,FIX,2022-06-03 11:07:29.2 UTC-06:00,2022-06-03 11:07:29.2 UTC-06:00,1,1.7,,,,-114.3834972,43.33865517,1462.44,183.677,Global CS
116,,,,,-114.38359551,43.34032346,1468.244,,,,,1.886,m,FIX,2022-06-03 11:07:38.8 UTC-06:00,2022-06-03 11:07:38.8 UTC-06:00,1,1.7,,,,-114.3834972,43.33865517,1462.44,183.829,Global CS
117,,,,,-114.38359555,43.34032881,1468.278,,,,,1.886,m,FIX,2022-06-03 11:07:46.2 UTC-06:00,2022-06-03 11:07:46.2 UTC-06:00,1,1.7,,,,-114.3834972,43.33865517,1462.44,184.424,Global CS
118,,,,,-114.38358774,43.34032743,1468.178,,,,,1.886,m,FIX,2022-06-03 11:07:53.8 UTC-06:00,2022-06-03 11:07:53.8 UTC-06:00,1,2.3,,,,-114.3834972,43.33865517,1462.44,184.243,Global CS
119,,,,,-114.38368261,43.34031195,1469.116,,,,,1.886,m,FIX,2022-06-03 11:08:20.4 UTC-06:00,2022-06-03 11:08:20.4 UTC-06:00,1,2.3,,,,-114.3834972,43.33865517,1462.44,183.025,Global CS
120,,,,,-114.38368922,43.34031238,1469.200,,,,,1.886,m,FIX,2022-06-03 11:08:28.0 UTC-06:00,2022-06-03 11:08:28.0 UTC-06:00,1,2.3,,,,-114.3834972,43.33865517,1462.44,183.119,Global CS
121,,,,,-114.38369046,43.34030591,1469.173,,,,,1.886,m,FIX,2022-06-03 11:08:36.2 UTC-06:00,2022-06-03 11:08:36.2 UTC-06:00,1,2.3,,,,-114.3834972,43.33865517,1462.44,182.413,Global CS
122,,,,,-114.38368292,43.34030517,1469.098,,,,,1.886,m,FIX,2022-06-03 11:08:43.4 UTC-06:00,2022-06-03 11:08:43.4 UTC-06:00,1,2.3,,,,-114.3834972,43.33865517,1462.44,182.274,Global CS
123,,,,,-114.38382867,43.34037711,1471.366,,,,,1.886,m,FIX,2022-06-03 11:09:17.0 UTC-06:00,2022-06-03 11:09:17.0 UTC-06:00,1,1.9,,,,-114.3834972,43.33865517,1462.44,191.614,Global CS
124,,,,,-114.38384376,43.34037884,1471.526,,,,,1.886,m,FIX,2022-06-03 11:09:26.4 UTC-06:00,2022-06-03 11:09:26.4 UTC-06:00,1,2.3,,,,-114.3834972,43.33865517,1462.44,191.987,Global CS
125,,,,,-114.38384084,43.34038915,1471.554,,,,,1.886,m,FIX,2022-06-03 11:09:35.2 UTC-06:00,2022-06-03 11:09:35.2 UTC-06:00,1,1.9,,,,-114.3834972,43.33865517,1462.44,193.084,Global CS
126,,,,,-114.38382502,43.34038773,1471.381,,,,,1.886,m,FIX,2022-06-03 11:09:42.8 UTC-06:00,2022-06-03 11:09:42.8 UTC-06:00,1,1.9,,,,-114.3834972,43.33865517,1462.44,192.74,Global CS
127,,,,,-114.38389530,43.34040235,1472.349,,,,,1.886,m,FIX,2022-06-03 11:10:05.8 UTC-06:00,2022-06-03 11:10:05.8 UTC-06:00,1,1.9,,,,-114.3834972,43.33865517,1462.44,195.247,Global CS
128,,,,,-114.38389432,43.34040718,1472.370,,,,,1.886,m,FIX,2022-06-03 11:10:12.0 UTC-06:00,2022-06-03 11:10:12.0 UTC-06:00,1,2.3,,,,-114.3834972,43.33865517,1462.44,195.767,Global CS
129,,,,,-114.38389905,43.34040801,1472.446,,,,,1.886,m,FIX,2022-06-03 11:10:19.0 UTC-06:00,2022-06-03 11:10:19.0 UTC-06:00,1,1.9,,,,-114.3834972,43.33865517,1462.44,195.921,Global CS
130,,,,,-114.38390049,43.34040340,1472.424,,,,,1.886,m,FIX,2022-06-03 11:10:26.4 UTC-06:00,2022-06-03 11:10:26.4 UTC-06:00,1,1.9,,,,-114.3834972,43.33865517,1462.44,195.441,Global CS
131,,,,,-114.38383456,43.34048182,1471.961,,,,,1.886,m,FIX,2022-06-03 11:11:04.2 UTC-06:00,2022-06-03 11:11:04.2 UTC-06:00,1,2.3,,,,-114.3834972,43.33865517,1462.44,203.214,Global CS
132,,,,,-114.38383429,43.34048712,1471.914,,,,,1.886,m,FIX,2022-06-03 11:11:11.2 UTC-06:00,2022-06-03 11:11:11.2 UTC-06:00,1,1.9,,,,-114.3834972,43.33865517,1462.44,203.793,Global CS
133,,,,,-114.38382693,43.34048707,1471.816,,,,,1.886,m,FIX,2022-06-03 11:11:17.6 UTC-06:00,2022-06-03 11:11:17.6 UTC-06:00,1,2.3,,,,-114.3834972,43.33865517,1462.44,203.712,Global CS
134,,,,,-114.38382764,43.34048158,1471.849,,,,,1.886,m,FIX,2022-06-03 11:11:25.6 UTC-06:00,2022-06-03 11:11:25.6 UTC-06:00,1,2.3,,,,-114.3834972,43.33865517,1462.44,203.111,Global CS
135,,,,,-114.38387782,43.34046278,1472.452,,,,,1.886,m,FIX,2022-06-03 11:11:50.8 UTC-06:00,2022-06-03 11:11:50.8 UTC-06:00,1,2.3,,,,-114.3834972,43.33865517,1462.44,201.651,Global CS
136,,,,,-114.38388149,43.34045414,1472.436,,,,,1.886,m,FIX,2022-06-03 11:11:59.4 UTC-06:00,2022-06-03 11:11:59.4 UTC-06:00,1,2.3,,,,-114.3834972,43.33865517,1462.44,200.748,Global CS
137,,,,,-114.38386956,43.34045121,1472.280,,,,,1.886,m,FIX,2022-06-03 11:12:09.4 UTC-06:00,2022-06-03 11:12:09.4 UTC-06:00,1,2.3,,,,-114.3834972,43.33865517,1462.44,200.274,Global CS
138,,,,,-114.38386628,43.34046138,1472.278,,,,,1.886,m,FIX,2022-06-03 11:12:17.4 UTC-06:00,2022-06-03 11:12:17.4 UTC-06:00,1,2.3,,,,-114.3834972,43.33865517,1462.44,201.347,Global CS
139,,,,,-114.38388784,43.34046589,1472.615,,,,,1.886,m,FIX,2022-06-03 11:12:42.8 UTC-06:00,2022-06-03 11:12:42.8 UTC-06:00,1,1.9,,,,-114.3834972,43.33865517,1462.44,202.121,Global CS
140,,,,,-114.38388736,43.34047252,1472.635,,,,,1.886,m,FIX,2022-06-03 11:12:51.0 UTC-06:00,2022-06-03 11:12:51.0 UTC-06:00,1,1.9,,,,-114.3834972,43.33865517,1462.44,202.845,Global CS
141,,,,,-114.38387802,43.34047178,1472.493,,,,,1.886,m,FIX,2022-06-03 11:12:59.8 UTC-06:00,2022-06-03 11:12:59.8 UTC-06:00,1,1.9,,,,-114.3834972,43.33865517,1462.44,202.639,Global CS
142,,,,,-114.38388070,43.34046549,1472.509,,,,,1.886,m,FIX,2022-06-03 11:13:10.6 UTC-06:00,2022-06-03 11:13:10.6 UTC-06:00,1,2.4,,,,-114.3834972,43.33865517,1462.44,201.984,Global CS
143,,,,,-114.38390715,43.34055754,1472.740,,,,,1.886,m,FIX,2022-06-03 11:13:43.6 UTC-06:00,2022-06-03 11:13:43.6 UTC-06:00,1,1.9,,,,-114.3834972,43.33865517,1462.44,212.425,Global CS
144,,,,,-114.38390708,43.34057456,1472.596,,,,,1.886,m,FIX,2022-06-03 11:13:52.6 UTC-06:00,2022-06-03 11:13:52.6 UTC-06:00,1,1.9,,,,-114.3834972,43.33865517,1462.44,214.284,Global CS
145,,,,,-114.38393090,43.34057441,1472.938,,,,,1.886,m,FIX,2022-06-03 11:14:03.0 UTC-06:00,2022-06-03 11:14:03.0 UTC-06:00,1,1.9,,,,-114.3834972,43.33865517,1462.44,214.597,Global CS
146,,,,,-114.38392607,43.34055760,1472.991,,,,,1.886,m,FIX,2022-06-03 11:14:13.6 UTC-06:00,2022-06-03 11:14:13.6 UTC-06:00,1,2.4,,,,-114.3834972,43.33865517,1462.44,212.691,Global CS
147,,,,,-114.38394182,43.34060472,1472.855,,,,,1.886,m,FIX,2022-06-03 11:15:33.0 UTC-06:00,2022-06-03 11:15:33.0 UTC-06:00,1,2.4,,,,-114.3834972,43.33865517,1462.44,218.057,Global CS
148,,,,,-114.38395114,43.34060193,1473.014,,,,,1.886,m,FIX,2022-06-03 11:15:42.4 UTC-06:00,2022-06-03 11:15:42.4 UTC-06:00,1,2.4,,,,-114.3834972,43.33865517,1462.44,217.888,Global CS
149,,,,,-114.38394784,43.34059636,1472.991,,,,,1.886,m,FIX,2022-06-03 11:15:50.0 UTC-06:00,2022-06-03 11:15:50.0 UTC-06:00,1,2.4,,,,-114.3834972,43.33865517,1462.44,217.228,Global CS
150,,,,,-114.38393764,43.34060031,1472.853,,,,,1.886,m,FIX,2022-06-03 11:15:59.4 UTC-06:00,2022-06-03 11:15:59.4 UTC-06:00,1,2.4,,,,-114.3834972,43.33865517,1462.44,217.518,Global CS
151,,,,,-114.38406271,43.34055325,1474.594,,,,,1.886,m,FIX,2022-06-03 11:17:00.0 UTC-06:00,2022-06-03 11:17:00.0 UTC-06:00,1,2.4,,,,-114.3834972,43.33865517,1462.44,214.385,Global CS
152,,,,,-114.38406758,43.34056176,1474.559,,,,,1.886,m,FIX,2022-06-03 11:17:08.0 UTC-06:00,2022-06-03 11:17:08.0 UTC-06:00,1,2.4,,,,-114.3834972,43.33865517,1462.44,215.393,Global CS
153,,,,,-114.38408398,43.34055822,1474.767,,,,,1.886,m,FIX,2022-06-03 11:17:25.0 UTC-06:00,2022-06-03 11:17:25.0 UTC-06:00,1,2.4,,,,-114.3834972,43.33865517,1462.44,215.31,Global CS
154,,,,,-114.38408129,43.34054848,1474.784,,,,,1.886,m,FIX,2022-06-03 11:17:33.4 UTC-06:00,2022-06-03 11:17:33.4 UTC-06:00,1,1.9,,,,-114.3834972,43.33865517,1462.44,214.208,Global CS
155,,,,,-114.38410549,43.34068271,1473.928,,,,,1.886,m,FIX,2022-06-03 11:18:29.2 UTC-06:00,2022-06-03 11:18:29.2 UTC-06:00,1,2.4,,,,-114.3834972,43.33865517,1462.44,229.146,Global CS
156,,,,,-114.38411568,43.34068195,1474.071,,,,,1.886,m,FIX,2022-06-03 11:18:36.8 UTC-06:00,2022-06-03 11:18:36.8 UTC-06:00,1,2.4,,,,-114.3834972,43.33865517,1462.44,229.249,Global CS
157,,,,,-114.38411755,43.34068832,1474.036,,,,,1.886,m,FIX,2022-06-03 11:18:43.4 UTC-06:00,2022-06-03 11:18:43.4 UTC-06:00,1,2.4,,,,-114.3834972,43.33865517,1462.44,229.974,Global CS
158,,,,,-114.38410790,43.34069145,1473.840,,,,,1.886,m,FIX,2022-06-03 11:18:50.2 UTC-06:00,2022-06-03 11:18:50.2 UTC-06:00,1,2.4,,,,-114.3834972,43.33865517,1462.44,230.135,Global CS
159,,,,,-114.38404016,43.34043113,1474.158,,,,,1.886,m,FIX,2022-06-03 11:20:01.6 UTC-06:00,2022-06-03 11:20:01.6 UTC-06:00,1,2.4,,,,-114.3834972,43.33865517,1462.44,200.736,Global CS
160,,,,,-114.38404817,43.34042992,1474.083,,,,,1.886,m,FIX,2022-06-03 11:20:08.6 UTC-06:00,2022-06-03 11:20:08.6 UTC-06:00,1,2.4,,,,-114.3834972,43.33865517,1462.44,200.749,Global CS
161,,,,,-114.38404723,43.34042219,1473.935,,,,,1.886,m,FIX,2022-06-03 11:20:16.8 UTC-06:00,2022-06-03 11:20:16.8 UTC-06:00,1,2.4,,,,-114.3834972,43.33865517,1462.44,199.893,Global CS
162,,,,,-114.38403940,43.34042232,1473.883,,,,,1.886,m,FIX,2022-06-03 11:20:23.4 UTC-06:00,2022-06-03 11:20:23.4 UTC-06:00,1,2.4,,,,-114.3834972,43.33865517,1462.44,199.76,Global CS
163,,,,,-114.38394466,43.34042725,1473.068,,,,,1.886,m,FIX,2022-06-03 11:20:50.8 UTC-06:00,2022-06-03 11:20:50.8 UTC-06:00,1,2.4,,,,-114.3834972,43.33865517,1462.44,198.702,Global CS
164,,,,,-114.38394765,43.34041301,1472.992,,,,,1.886,m,FIX,2022-06-03 11:21:00.0 UTC-06:00,2022-06-03 11:21:00.0 UTC-06:00,1,2.4,,,,-114.3834972,43.33865517,1462.44,197.192,Global CS
165,,,,,-114.38396674,43.34041503,1473.220,,,,,1.886,m,FIX,2022-06-03 11:21:10.6 UTC-06:00,2022-06-03 11:21:10.6 UTC-06:00,1,1.9,,,,-114.3834972,43.33865517,1462.44,197.711,Global CS
166,,,,,-114.38396636,43.34043023,1473.285,,,,,1.886,m,FIX,2022-06-03 11:21:19.0 UTC-06:00,2022-06-03 11:21:19.0 UTC-06:00,1,1.9,,,,-114.3834972,43.33865517,1462.44,199.373,Global CS
167,,,,,-114.38420064,43.34017484,1474.742,,,,,1.886,m,FIX,2022-06-03 11:23:09.4 UTC-06:00,2022-06-03 11:23:09.4 UTC-06:00,1,2.4,,,,-114.3834972,43.33865517,1462.44,176.921,Global CS
168,,,,,-114.38421245,43.34017237,1474.500,,,,,1.886,m,FLOAT,2022-06-03 11:23:16.2 UTC-06:00,2022-06-03 11:23:16.2 UTC-06:00,1,2.4,,,,-114.3834972,43.33865517,1462.44,177.046,Global CS
169,,,,,-114.38421174,43.34016634,1474.494,,,,,1.886,m,FLOAT,2022-06-03 11:23:23.0 UTC-06:00,2022-06-03 11:23:23.0 UTC-06:00,1,2.4,,,,-114.3834972,43.33865517,1462.44,176.404,Global CS
170,,,,,-114.38420092,43.34016827,1474.716,,,,,1.886,m,FIX,2022-06-03 11:23:31.2 UTC-06:00,2022-06-03 11:23:31.2 UTC-06:00,1,2.4,,,,-114.3834972,43.33865517,1462.44,176.237,Global CS
171,,,,,-114.38436738,43.33956673,1471.450,,,,,1.886,m,FIX,2022-06-03 11:26:35.4 UTC-06:00,2022-06-03 11:26:35.4 UTC-06:00,1,2.5,,,,-114.3834972,43.33865517,1462.44,122.36,Global CS
172,,,,,-114.38436970,43.33957169,1471.482,,,,,1.886,m,FIX,2022-06-03 11:26:42.0 UTC-06:00,2022-06-03 11:26:42.0 UTC-06:00,1,2.5,,,,-114.3834972,43.33865517,1462.44,122.915,Global CS
173,,,,,-114.38437468,43.33957074,1471.502,,,,,1.886,m,FIX,2022-06-03 11:26:48.2 UTC-06:00,2022-06-03 11:26:48.2 UTC-06:00,1,2.5,,,,-114.3834972,43.33865517,1462.44,123.068,Global CS
174,,,,,-114.38437261,43.33956521,1471.493,,,,,1.886,m,FIX,2022-06-03 11:26:53.8 UTC-06:00,2022-06-03 11:26:53.8 UTC-06:00,1,2.5,,,,-114.3834972,43.33865517,1462.44,122.471,Global CS
175,,,,,-114.38425857,43.33944941,1470.660,,,,,1.886,m,FIX,2022-06-03 11:27:50.8 UTC-06:00,2022-06-03 11:27:50.8 UTC-06:00,1,2.5,,,,-114.3834972,43.33865517,1462.44,106.601,Global CS
176,,,,,-114.38426486,43.33944985,1470.667,,,,,1.886,m,FIX,2022-06-03 11:27:56.4 UTC-06:00,2022-06-03 11:27:56.4 UTC-06:00,1,2.5,,,,-114.3834972,43.33865517,1462.44,106.936,Global CS
177,,,,,-114.38426343,43.33945426,1470.631,,,,,1.886,m,FIX,2022-06-03 11:28:01.4 UTC-06:00,2022-06-03 11:28:01.4 UTC-06:00,1,2.5,,,,-114.3834972,43.33865517,1462.44,107.264,Global CS
178,,,,,-114.38425829,43.33945317,1470.609,,,,,1.886,m,FIX,2022-06-03 11:28:07.4 UTC-06:00,2022-06-03 11:28:07.4 UTC-06:00,1,2.5,,,,-114.3834972,43.33865517,1462.44,106.922,Global CS
179,,,,,-114.38428705,43.33873694,1469.127,,,,,1.886,m,FIX,2022-06-03 11:30:29.4 UTC-06:00,2022-06-03 11:30:29.4 UTC-06:00,1,2.5,,,,-114.3834972,43.33865517,1462.44,64.928,Global CS
180,,,,,-114.38429096,43.33874903,1469.245,,,,,1.886,m,FIX,2022-06-03 11:30:37.2 UTC-06:00,2022-06-03 11:30:37.2 UTC-06:00,1,2.5,,,,-114.3834972,43.33865517,1462.44,65.412,Global CS
181,,,,,-114.38427475,43.33875351,1469.184,,,,,1.886,m,FIX,2022-06-03 11:30:44.6 UTC-06:00,2022-06-03 11:30:44.6 UTC-06:00,1,2.5,,,,-114.3834972,43.33865517,1462.44,64.174,Global CS
182,,,,,-114.38427055,43.33874014,1469.072,,,,,1.886,m,FIX,2022-06-03 11:30:53.2 UTC-06:00,2022-06-03 11:30:53.2 UTC-06:00,1,2.5,,,,-114.3834972,43.33865517,1462.44,63.635,Global CS
183,,,,,-114.38421748,43.33869662,1468.546,,,,,1.886,m,FIX,2022-06-03 11:31:45.2 UTC-06:00,2022-06-03 11:31:45.2 UTC-06:00,1,2.5,,,,-114.3834972,43.33865517,1462.44,58.915,Global CS
184,,,,,-114.38421697,43.33869195,1468.520,,,,,1.886,m,FIX,2022-06-03 11:31:50.8 UTC-06:00,2022-06-03 11:31:50.8 UTC-06:00,1,2.5,,,,-114.3834972,43.33865517,1462.44,58.849,Global CS
185,,,,,-114.38422401,43.33869140,1468.577,,,,,1.886,m,FIX,2022-06-03 11:31:57.4 UTC-06:00,2022-06-03 11:31:57.4 UTC-06:00,1,2.5,,,,-114.3834972,43.33865517,1462.44,59.42,Global CS
186,,,,,-114.38422376,43.33869701,1468.560,,,,,1.886,m,FIX,2022-06-03 11:32:05.2 UTC-06:00,2022-06-03 11:32:05.2 UTC-06:00,1,2.5,,,,-114.3834972,43.33865517,1462.44,59.427,Global CS
187,,,,,-114.38438148,43.33870857,1469.653,,,,,1.886,m,FIX,2022-06-03 11:32:39.4 UTC-06:00,2022-06-03 11:32:39.4 UTC-06:00,1,2.5,,,,-114.3834972,43.33865517,1462.44,72.309,Global CS
188,,,,,-114.38438296,43.33871367,1469.724,,,,,1.886,m,FIX,2022-06-03 11:32:47.4 UTC-06:00,2022-06-03 11:32:47.4 UTC-06:00,1,2.5,,,,-114.3834972,43.33865517,1462.44,72.463,Global CS
189,,,,,-114.38437901,43.33871389,1469.649,,,,,1.886,m,FIX,2022-06-03 11:32:53.4 UTC-06:00,2022-06-03 11:32:53.4 UTC-06:00,1,2.5,,,,-114.3834972,43.33865517,1462.44,72.142,Global CS
190,,,,,-114.38437713,43.33870952,1469.617,,,,,1.886,m,FIX,2022-06-03 11:32:58.2 UTC-06:00,2022-06-03 11:32:58.2 UTC-06:00,1,2.5,,,,-114.3834972,43.33865517,1462.44,71.958,Global CS
191,,,,,-114.38443207,43.33865490,1469.903,,,,,1.886,m,FIX,2022-06-03 11:34:04.0 UTC-06:00,2022-06-03 11:34:04.0 UTC-06:00,1,2.5,,,,-114.3834972,43.33865517,1462.44,76.32,Global CS
192,,,,,-114.38442548,43.33865728,1469.832,,,,,1.886,m,FIX,2022-06-03 11:34:10.6 UTC-06:00,2022-06-03 11:34:10.6 UTC-06:00,1,2.5,,,,-114.3834972,43.33865517,1462.44,75.776,Global CS
193,,,,,-114.38442774,43.33866153,1469.840,,,,,1.886,m,FIX,2022-06-03 11:34:15.6 UTC-06:00,2022-06-03 11:34:15.6 UTC-06:00,1,2.5,,,,-114.3834972,43.33865517,1462.44,75.952,Global CS
194,,,,,-114.38443451,43.33865818,1469.900,,,,,1.886,m,FIX,2022-06-03 11:34:22.6 UTC-06:00,2022-06-03 11:34:22.6 UTC-06:00,1,2.5,,,,-114.3834972,43.33865517,1462.44,76.511,Global CS
195,,,,,-114.38444811,43.33864161,1469.937,,,,,1.886,m,FIX,2022-06-03 11:35:51.0 UTC-06:00,2022-06-03 11:35:51.0 UTC-06:00,1,2.5,,,,-114.3834972,43.33865517,1462.44,77.666,Global CS
196,,,,,-114.38444954,43.33864375,1469.961,,,,,1.886,m,FIX,2022-06-03 11:35:58.2 UTC-06:00,2022-06-03 11:35:58.2 UTC-06:00,1,2.5,,,,-114.3834972,43.33865517,1462.44,77.777,Global CS
197,,,,,-114.38444709,43.33864461,1469.931,,,,,1.886,m,FIX,2022-06-03 11:36:05.2 UTC-06:00,2022-06-03 11:36:05.2 UTC-06:00,1,2.5,,,,-114.3834972,43.33865517,1462.44,77.57,Global CS
198,,,,,-114.38444528,43.33864183,1469.897,,,,,1.886,m,FIX,2022-06-03 11:36:11.6 UTC-06:00,2022-06-03 11:36:11.6 UTC-06:00,1,2.4,,,,-114.3834972,43.33865517,1462.44,77.438,Global CS
199,,,,,-114.38418628,43.33851352,1468.580,,,,,1.886,m,FLOAT,2022-06-03 11:38:31.0 UTC-06:00,2022-06-03 11:38:31.0 UTC-06:00,1,2.5,,,,-114.3834972,43.33865517,1462.44,58.99,Global CS
200,,,,,-114.38419146,43.33851450,1468.716,,,,,1.886,m,FIX,2022-06-03 11:38:37.6 UTC-06:00,2022-06-03 11:38:37.6 UTC-06:00,1,2.5,,,,-114.3834972,43.33865517,1462.44,59.353,Global CS
201,,,,,-114.38418778,43.33852077,1468.696,,,,,1.886,m,FIX,2022-06-03 11:38:44.2 UTC-06:00,2022-06-03 11:38:44.2 UTC-06:00,1,2.4,,,,-114.3834972,43.33865517,1462.44,58.868,Global CS
202,,,,,-114.38418375,43.33851974,1468.667,,,,,1.886,m,FIX,2022-06-03 11:38:51.0 UTC-06:00,2022-06-03 11:38:51.0 UTC-06:00,1,2.4,,,,-114.3834972,43.33865517,1462.44,58.581,Global CS
203,,,,,-114.38424691,43.33840500,1469.178,,,,,1.886,m,FIX,2022-06-03 11:39:25.4 UTC-06:00,2022-06-03 11:39:25.4 UTC-06:00,1,2.5,,,,-114.3834972,43.33865517,1462.44,68.023,Global CS
204,,,,,-114.38425090,43.33840408,1469.230,,,,,1.886,m,FIX,2022-06-03 11:39:30.6 UTC-06:00,2022-06-03 11:39:30.6 UTC-06:00,1,2.4,,,,-114.3834972,43.33865517,1462.44,68.361,Global CS
205,,,,,-114.38425605,43.33840160,1469.245,,,,,1.886,m,FIX,2022-06-03 11:39:36.8 UTC-06:00,2022-06-03 11:39:36.8 UTC-06:00,1,2.4,,,,-114.3834972,43.33865517,1462.44,68.858,Global CS
206,,,,,-114.38426202,43.33840724,1469.309,,,,,1.886,m,FIX,2022-06-03 11:39:44.8 UTC-06:00,2022-06-03 11:39:44.8 UTC-06:00,1,2.4,,,,-114.3834972,43.33865517,1462.44,69.026,Global CS
207,,,,,-114.38425563,43.33841047,1469.274,,,,,1.886,m,FIX,2022-06-03 11:39:51.2 UTC-06:00,2022-06-03 11:39:51.2 UTC-06:00,1,2.4,,,,-114.3834972,43.33865517,1462.44,68.405,Global CS
208,,,,,-114.38420355,43.33834995,1469.042,,,,,1.886,m,FIX,2022-06-03 11:40:19.4 UTC-06:00,2022-06-03 11:40:19.4 UTC-06:00,1,2.4,,,,-114.3834972,43.33865517,1462.44,67.878,Global CS
209,,,,,-114.38420454,43.33835239,1469.047,,,,,1.886,m,FIX,2022-06-03 11:40:25.6 UTC-06:00,2022-06-03 11:40:25.6 UTC-06:00,1,2.4,,,,-114.3834972,43.33865517,1462.44,67.802,Global CS
210,,,,,-114.38420073,43.33835324,1469.027,,,,,1.886,m,FIX,2022-06-03 11:40:31.4 UTC-06:00,2022-06-03 11:40:31.4 UTC-06:00,1,2.4,,,,-114.3834972,43.33865517,1462.44,67.491,Global CS
211,,,,,-114.38419967,43.33835000,1469.005,,,,,1.886,m,FIX,2022-06-03 11:40:37.4 UTC-06:00,2022-06-03 11:40:37.4 UTC-06:00,1,2.4,,,,-114.3834972,43.33865517,1462.44,67.608,Global CS
212,,,,,-114.38420855,43.33841355,1468.956,,,,,1.886,m,FIX,2022-06-03 11:40:52.6 UTC-06:00,2022-06-03 11:40:52.6 UTC-06:00,1,2.4,,,,-114.3834972,43.33865517,1462.44,64.8,Global CS
213,,,,,-114.38420674,43.33842123,1468.955,,,,,1.886,m,FIX,2022-06-03 11:40:57.2 UTC-06:00,2022-06-03 11:40:57.2 UTC-06:00,1,2.4,,,,-114.3834972,43.33865517,1462.44,64.3,Global CS
214,,,,,-114.38421607,43.33842268,1469.000,,,,,1.886,m,FIX,2022-06-03 11:41:03.2 UTC-06:00,2022-06-03 11:41:03.2 UTC-06:00,1,2.4,,,,-114.3834972,43.33865517,1462.44,64.914,Global CS
215,,,,,-114.38421759,43.33841364,1469.020,,,,,1.886,m,FIX,2022-06-03 11:41:11.0 UTC-06:00,2022-06-03 11:41:11.0 UTC-06:00,1,2.4,,,,-114.3834972,43.33865517,1462.44,65.462,Global CS
216,,,,,-114.38395097,43.33848001,1467.552,,,,,1.886,m,FIX,2022-06-03 11:41:50.4 UTC-06:00,2022-06-03 11:41:50.4 UTC-06:00,1,2.4,,,,-114.3834972,43.33865517,1462.44,42.837,Global CS
217,,,,,-114.38394463,43.33847768,1467.502,,,,,1.886,m,FIX,2022-06-03 11:41:57.8 UTC-06:00,2022-06-03 11:41:57.8 UTC-06:00,1,2.4,,,,-114.3834972,43.33865517,1462.44,42.52,Global CS
218,,,,,-114.38394688,43.33847210,1467.519,,,,,1.886,m,FIX,2022-06-03 11:42:06.8 UTC-06:00,2022-06-03 11:42:06.8 UTC-06:00,1,2.4,,,,-114.3834972,43.33865517,1462.44,42.994,Global CS
