Name,Easting,Northing,Elevation,Description,Longitude,Latitude,Ellipsoidal height,Easting RMS,Northing RMS,Elevation RMS,Lateral RMS,Antenna height,Antenna height units,Solution status,Averaging start,Averaging end,Samples,PDOP,Base easting,Base northing,Base elevation,Base longitude,Base latitude,Base ellipsoidal height,Baseline,CS name
219,,,,,-114.38395486,43.33847370,1467.542,,,,,1.886,m,FIX,2022-06-03 11:42:13.6 UTC-06:00,2022-06-03 11:42:13.6 UTC-06:00,1,2.4,,,,-114.3834972,43.33865517,1462.44,43.464,Global CS
220,,,,,-114.38392555,43.33842967,1467.451,,,,,1.886,m,FIX,2022-06-03 11:46:16.4 UTC-06:00,2022-06-03 11:46:16.4 UTC-06:00,1,2.4,,,,-114.3834972,43.33865517,1462.44,44.209,Global CS
221,,,,,-114.38392121,43.33843251,1467.417,,,,,1.886,m,FIX,2022-06-03 11:46:23.6 UTC-06:00,2022-06-03 11:46:23.6 UTC-06:00,1,2.4,,,,-114.3834972,43.33865517,1462.44,43.739,Global CS
222,,,,,-114.38391500,43.33842824,1467.397,,,,,1.886,m,FIX,2022-06-03 11:46:31.2 UTC-06:00,2022-06-03 11:46:31.2 UTC-06:00,1,2.4,,,,-114.3834972,43.33865517,1462.44,43.628,Global CS
223,,,,,-114.38391953,43.33842448,1467.416,,,,,1.886,m,FIX,2022-06-03 11:46:38.4 UTC-06:00,2022-06-03 11:46:38.4 UTC-06:00,1,2.4,,,,-114.3834972,43.33865517,1462.44,44.179,Global CS
224,,,,,-114.38395449,43.33839145,1467.573,,,,,1.886,m,FIX,2022-06-03 11:47:02.6 UTC-06:00,2022-06-03 11:47:02.6 UTC-06:00,1,2.4,,,,-114.3834972,43.33865517,1462.44,48.699,Global CS
225,,,,,-114.38395346,43.33838513,1467.529,,,,,1.886,m,FIX,2022-06-03 11:47:09.0 UTC-06:00,2022-06-03 11:47:09.0 UTC-06:00,1,2.4,,,,-114.3834972,43.33865517,1462.44,49.08,Global CS
226,,,,,-114.38396216,43.33838453,1467.618,,,,,1.886,m,FIX,2022-06-03 11:47:15.6 UTC-06:00,2022-06-03 11:47:15.6 UTC-06:00,1,2.4,,,,-114.3834972,43.33865517,1462.44,49.668,Global CS
227,,,,,-114.38396181,43.33839130,1467.644,,,,,1.886,m,FIX,2022-06-03 11:47:22.6 UTC-06:00,2022-06-03 11:47:22.6 UTC-06:00,1,2.4,,,,-114.3834972,43.33865517,1462.44,49.166,Global CS
228,,,,,-114.38422064,43.33818420,1469.955,,,,,1.886,m,FIX,2022-06-03 13:33:18.0 UTC-06:00,2022-06-03 13:33:18.0 UTC-06:00,1,1.5,,,,-114.3834972,43.33865517,1462.44,80.182,Global CS
232,,,,,-114.38430805,43.33816914,1470.902,,,,,1.886,m,FIX,2022-06-03 13:34:08.2 UTC-06:00,2022-06-03 13:34:08.2 UTC-06:00,1,1.5,,,,-114.3834972,43.33865517,1462.44,86.662,Global CS
235,,,,,-114.38430605,43.33815845,1470.923,,,,,1.886,m,FIX,2022-06-03 13:34:33.0 UTC-06:00,2022-06-03 13:34:33.0 UTC-06:00,1,1.5,,,,-114.3834972,43.33865517,1462.44,87.31,Global CS
236,,,,,-114.38428643,43.33811745,1471.037,,,,,1.886,m,FIX,2022-06-03 13:34:47.2 UTC-06:00,2022-06-03 13:34:47.2 UTC-06:00,1,1.5,,,,-114.3834972,43.33865517,1462.44,89.156,Global CS
238,,,,,-114.38427659,43.33812593,1470.968,,,,,1.886,m,FIX,2022-06-03 13:35:04.2 UTC-06:00,2022-06-03 13:35:04.2 UTC-06:00,1,1.6,,,,-114.3834972,43.33865517,1462.44,87.967,Global CS
239,,,,,-114.38427423,43.33811731,1470.954,,,,,1.886,m,FIX,2022-06-03 13:35:12.0 UTC-06:00,2022-06-03 13:35:12.0 UTC-06:00,1,1.6,,,,-114.3834972,43.33865517,1462.44,88.492,Global CS
240,,,,,-114.38425501,43.33809025,1470.894,,,,,1.886,m,FIX,2022-06-03 13:35:35.8 UTC-06:00,2022-06-03 13:35:35.8 UTC-06:00,1,1.6,,,,-114.3834972,43.33865517,1462.44,89.52,Global CS
241,,,,,-114.38426999,43.33808732,1471.009,,,,,1.886,m,FLOAT,2022-06-03 13:35:45.0 UTC-06:00,2022-06-03 13:35:45.0 UTC-06:00,1,1.6,,,,-114.3834972,43.33865517,1462.44,90.563,Global CS
242,,,,,-114.38426520,43.33807552,1471.054,,,,,1.886,m,FIX,2022-06-03 13:35:54.0 UTC-06:00,2022-06-03 13:35:54.0 UTC-06:00,1,1.6,,,,-114.3834972,43.33865517,1462.44,91.278,Global CS
244,,,,,-114.38430487,43.33808241,1471.483,,,,,1.886,m,FIX,2022-06-03 13:36:55.4 UTC-06:00,2022-06-03 13:36:55.4 UTC-06:00,1,1.6,,,,-114.3834972,43.33865517,1462.44,93,Global CS
245,,,,,-114.38429739,43.33808236,1471.385,,,,,1.886,m,FIX,2022-06-03 13:37:10.0 UTC-06:00,2022-06-03 13:37:10.0 UTC-06:00,1,1.6,,,,-114.3834972,43.33865517,1462.44,92.571,Global CS
246,,,,,-114.38429547,43.33808662,1471.345,,,,,1.886,m,FIX,2022-06-03 13:37:16.8 UTC-06:00,2022-06-03 13:37:16.8 UTC-06:00,1,1.6,,,,-114.3834972,43.33865517,1462.44,92.125,Global CS
247,,,,,-114.38430355,43.33808827,1471.428,,,,,1.886,m,FIX,2022-06-03 13:37:24.6 UTC-06:00,2022-06-03 13:37:24.6 UTC-06:00,1,1.6,,,,-114.3834972,43.33865517,1462.44,92.47,Global CS
248,,,,,-114.38429731,43.33794069,1471.555,,,,,1.886,m,FLOAT,2022-06-03 13:37:52.6 UTC-06:00,2022-06-03 13:37:52.6 UTC-06:00,1,1.6,,,,-114.3834972,43.33865517,1462.44,104.293,Global CS
249,,,,,-114.38430024,43.33795253,1471.514,,,,,1.886,m,FIX,2022-06-03 13:38:23.0 UTC-06:00,2022-06-03 13:38:23.0 UTC-06:00,1,1.6,,,,-114.3834972,43.33865517,1462.44,103.427,Global CS
250,,,,,-114.38428604,43.33795397,1471.367,,,,,1.886,m,FIX,2022-06-03 13:38:45.4 UTC-06:00,2022-06-03 13:38:45.4 UTC-06:00,1,1.6,,,,-114.3834972,43.33865517,1462.44,102.572,Global CS
251,,,,,-114.38428386,43.33794135,1471.264,,,,,1.886,m,FIX,2022-06-03 13:38:54.6 UTC-06:00,2022-06-03 13:38:54.6 UTC-06:00,1,1.6,,,,-114.3834972,43.33865517,1462.44,103.546,Global CS
252,,,,,-114.38411016,43.33764371,1468.662,,,,,1.886,m,FIX,2022-06-03 13:40:09.6 UTC-06:00,2022-06-03 13:40:09.6 UTC-06:00,1,1.6,,,,-114.3834972,43.33865517,1462.44,124.694,Global CS
253,,,,,-114.38411423,43.33761560,1468.582,,,,,1.886,m,FIX,2022-06-03 13:40:20.8 UTC-06:00,2022-06-03 13:40:20.8 UTC-06:00,1,1.6,,,,-114.3834972,43.33865517,1462.44,127.694,Global CS
254,,,,,-114.38414812,43.33761710,1468.890,,,,,1.886,m,FIX,2022-06-03 13:40:31.0 UTC-06:00,2022-06-03 13:40:31.0 UTC-06:00,1,1.6,,,,-114.3834972,43.33865517,1462.44,128.654,Global CS
255,,,,,-114.38414304,43.33764790,1468.910,,,,,1.886,m,FIX,2022-06-03 13:40:42.6 UTC-06:00,2022-06-03 13:40:42.6 UTC-06:00,1,1.6,,,,-114.3834972,43.33865517,1462.44,125.375,Global CS
256,,,,,-114.38366830,43.33768578,1466.354,,,,,1.886,m,FIX,2022-06-03 13:42:21.2 UTC-06:00,2022-06-03 13:42:21.2 UTC-06:00,1,1.6,,,,-114.3834972,43.33865517,1462.44,110.411,Global CS
257,,,,,-114.38366117,43.33768645,1466.344,,,,,1.886,m,FIX,2022-06-03 13:42:27.2 UTC-06:00,2022-06-03 13:42:27.2 UTC-06:00,1,1.6,,,,-114.3834972,43.33865517,1462.44,110.263,Global CS
258,,,,,-114.38366040,43.33767945,1466.368,,,,,1.886,m,FIX,2022-06-03 13:42:36.0 UTC-06:00,2022-06-03 13:42:36.0 UTC-06:00,1,1.6,,,,-114.3834972,43.33865517,1462.44,111.029,Global CS
259,,,,,-114.38366910,43.33767958,1466.403,,,,,1.886,m,FIX,2022-06-03 13:42:43.8 UTC-06:00,2022-06-03 13:42:43.8 UTC-06:00,1,1.6,,,,-114.3834972,43.33865517,1462.44,111.105,Global CS
260,,,,,-114.38373939,43.33775825,1466.576,,,,,1.886,m,FIX,2022-06-03 13:43:25.6 UTC-06:00,2022-06-03 13:43:25.6 UTC-06:00,1,1.6,,,,-114.3834972,43.33865517,1462.44,103.393,Global CS
261,,,,,-114.38374161,43.33775063,1466.573,,,,,1.886,m,FIX,2022-06-03 13:43:35.2 UTC-06:00,2022-06-03 13:43:35.2 UTC-06:00,1,1.6,,,,-114.3834972,43.33865517,1462.44,104.257,Global CS
262,,,,,-114.38373231,43.33774858,1466.518,,,,,1.886,m,FIX,2022-06-03 13:43:44.2 UTC-06:00,2022-06-03 13:43:44.2 UTC-06:00,1,1.4,,,,-114.3834972,43.33865517,1462.44,104.339,Global CS
263,,,,,-114.38372668,43.33775532,1466.518,,,,,1.886,m,FIX,2022-06-03 13:43:50.4 UTC-06:00,2022-06-03 13:43:50.4 UTC-06:00,1,1.4,,,,-114.3834972,43.33865517,1462.44,103.522,Global CS
264,,,,,-114.38379447,43.33786294,1466.828,,,,,1.886,m,FIX,2022-06-03 13:44:29.6 UTC-06:00,2022-06-03 13:44:29.6 UTC-06:00,1,1.4,,,,-114.3834972,43.33865517,1462.44,93.082,Global CS
265,,,,,-114.38380080,43.33786500,1466.877,,,,,1.886,m,FIX,2022-06-03 13:44:37.2 UTC-06:00,2022-06-03 13:44:37.2 UTC-06:00,1,1.4,,,,-114.3834972,43.33865517,1462.44,92.995,Global CS
266,,,,,-114.38380348,43.33786019,1466.873,,,,,1.886,m,FIX,2022-06-03 13:44:44.8 UTC-06:00,2022-06-03 13:44:44.8 UTC-06:00,1,1.4,,,,-114.3834972,43.33865517,1462.44,93.572,Global CS
267,,,,,-114.38379640,43.33785926,1466.841,,,,,1.886,m,FIX,2022-06-03 13:44:52.4 UTC-06:00,2022-06-03 13:44:52.4 UTC-06:00,1,1.4,,,,-114.3834972,43.33865517,1462.44,93.517,Global CS
268,,,,,-114.38393843,43.33793174,1467.825,,,,,1.886,m,FIX,2022-06-03 13:45:34.2 UTC-06:00,2022-06-03 13:45:34.2 UTC-06:00,1,1.4,,,,-114.3834972,43.33865517,1462.44,89.777,Global CS
269,,,,,-114.38393949,43.33792558,1467.813,,,,,1.886,m,FIX,2022-06-03 13:45:40.8 UTC-06:00,2022-06-03 13:45:40.8 UTC-06:00,1,1.4,,,,-114.3834972,43.33865517,1462.44,90.442,Global CS
270,,,,,-114.38393095,43.33792533,1467.780,,,,,1.886,m,FIX,2022-06-03 13:45:47.2 UTC-06:00,2022-06-03 13:45:47.2 UTC-06:00,1,1.4,,,,-114.3834972,43.33865517,1462.44,90.192,Global CS
271,,,,,-114.38393083,43.33793050,1467.776,,,,,1.886,m,FIX,2022-06-03 13:45:55.2 UTC-06:00,2022-06-03 13:45:55.2 UTC-06:00,1,1.4,,,,-114.3834972,43.33865517,1462.44,89.656,Global CS
272,,,,,-114.38395494,43.33808164,1467.860,,,,,1.886,m,FIX,2022-06-03 13:46:50.4 UTC-06:00,2022-06-03 13:46:50.4 UTC-06:00,1,1.4,,,,-114.3834972,43.33865517,1462.44,75.493,Global CS
273,,,,,-114.38394526,43.33808209,1467.813,,,,,1.886,m,FIX,2022-06-03 13:46:57.6 UTC-06:00,2022-06-03 13:46:57.6 UTC-06:00,1,1.4,,,,-114.3834972,43.33865517,1462.44,75.063,Global CS
274,,,,,-114.38394520,43.33807573,1467.830,,,,,1.886,m,FIX,2022-06-03 13:47:05.8 UTC-06:00,2022-06-03 13:47:05.8 UTC-06:00,1,1.4,,,,-114.3834972,43.33865517,1462.44,75.679,Global CS
275,,,,,-114.38395511,43.33807531,1467.887,,,,,1.886,m,FIX,2022-06-03 13:47:14.2 UTC-06:00,2022-06-03 13:47:14.2 UTC-06:00,1,1.4,,,,-114.3834972,43.33865517,1462.44,76.112,Global CS
276,,,,,-114.38401050,43.33812391,1468.187,,,,,1.886,m,FIX,2022-06-03 13:47:32.2 UTC-06:00,2022-06-03 13:47:32.2 UTC-06:00,1,1.4,,,,-114.3834972,43.33865517,1462.44,73.933,Global CS
277,,,,,-114.38401179,43.33811979,1468.154,,,,,1.886,m,FIX,2022-06-03 13:47:39.4 UTC-06:00,2022-06-03 13:47:39.4 UTC-06:00,1,1.4,,,,-114.3834972,43.33865517,1462.44,74.368,Global CS
278,,,,,-114.38400430,43.33811943,1468.142,,,,,1.886,m,FIX,2022-06-03 13:47:46.4 UTC-06:00,2022-06-03 13:47:46.4 UTC-06:00,1,1.4,,,,-114.3834972,43.33865517,1462.44,74.057,Global CS
279,,,,,-114.38400404,43.33812333,1468.131,,,,,1.886,m,FIX,2022-06-03 13:47:52.4 UTC-06:00,2022-06-03 13:47:52.4 UTC-06:00,1,1.5,,,,-114.3834972,43.33865517,1462.44,73.689,Global CS
280,,,,,-114.38401139,43.33815264,1468.131,,,,,1.886,m,FIX,2022-06-03 13:48:57.4 UTC-06:00,2022-06-03 13:48:57.4 UTC-06:00,1,1.5,,,,-114.3834972,43.33865517,1462.44,71.371,Global CS
281,,,,,-114.38401308,43.33816144,1468.143,,,,,1.886,m,FIX,2022-06-03 13:49:05.8 UTC-06:00,2022-06-03 13:49:05.8 UTC-06:00,1,1.5,,,,-114.3834972,43.33865517,1462.44,70.666,Global CS
282,,,,,-114.38400471,43.33816229,1468.077,,,,,1.886,m,FIX,2022-06-03 13:49:12.0 UTC-06:00,2022-06-03 13:49:12.0 UTC-06:00,1,1.5,,,,-114.3834972,43.33865517,1462.44,70.186,Global CS
283,,,,,-114.38400522,43.33815356,1468.095,,,,,1.886,m,FIX,2022-06-03 13:49:19.8 UTC-06:00,2022-06-03 13:49:19.8 UTC-06:00,1,1.4,,,,-114.3834972,43.33865517,1462.44,70.994,Global CS
284,,,,,-114.38385956,43.33808142,1467.140,,,,,1.886,m,FIX,2022-06-03 13:50:48.4 UTC-06:00,2022-06-03 13:50:48.4 UTC-06:00,1,1.5,,,,-114.3834972,43.33865517,1462.44,71.833,Global CS
285,,,,,-114.38387118,43.33807898,1467.214,,,,,1.886,m,FIX,2022-06-03 13:50:55.8 UTC-06:00,2022-06-03 13:50:55.8 UTC-06:00,1,1.5,,,,-114.3834972,43.33865517,1462.44,72.494,Global CS
292,,,,,-114.38366001,43.33818968,1466.287,,,,,1.886,m,FIX,2022-06-03 13:53:17.4 UTC-06:00,2022-06-03 13:53:17.4 UTC-06:00,1,1.5,,,,-114.3834972,43.33865517,1462.44,55.189,Global CS
293,,,,,-114.38366370,43.33819087,1466.287,,,,,1.886,m,FIX,2022-06-03 13:53:24.2 UTC-06:00,2022-06-03 13:53:24.2 UTC-06:00,1,1.5,,,,-114.3834972,43.33865517,1462.44,55.134,Global CS
294,,,,,-114.38366556,43.33818729,1466.291,,,,,1.886,m,FIX,2022-06-03 13:53:31.4 UTC-06:00,2022-06-03 13:53:31.4 UTC-06:00,1,1.5,,,,-114.3834972,43.33865517,1462.44,55.555,Global CS
295,,,,,-114.38366154,43.33818657,1466.318,,,,,1.886,m,FIX,2022-06-03 13:53:39.2 UTC-06:00,2022-06-03 13:53:39.2 UTC-06:00,1,1.5,,,,-114.3834972,43.33865517,1462.44,55.552,Global CS
301,,,,,-114.38349055,43.33848091,1465.958,,,,,1.886,m,FIX,2022-06-03 14:03:17.2 UTC-06:00,2022-06-03 14:03:17.2 UTC-06:00,1,1.6,,,,-114.3834972,43.33865517,1462.44,21.13,Global CS
302,,,,,-114.38348400,43.33848154,1465.897,,,,,1.886,m,FIX,2022-06-03 14:03:26.8 UTC-06:00,2022-06-03 14:03:26.8 UTC-06:00,1,1.6,,,,-114.3834972,43.33865517,1462.44,21.073,Global CS
303,,,,,-114.38348174,43.33847474,1465.913,,,,,1.886,m,FIX,2022-06-03 14:03:36.0 UTC-06:00,2022-06-03 14:03:36.0 UTC-06:00,1,1.6,,,,-114.3834972,43.33865517,1462.44,21.833,Global CS
304,,,,,-114.38348919,43.33847386,1465.949,,,,,1.886,m,FIX,2022-06-03 14:03:53.2 UTC-06:00,2022-06-03 14:03:53.2 UTC-06:00,1,1.6,,,,-114.3834972,43.33865517,1462.44,21.914,Global CS
305,,,,,-114.38358280,43.33836423,1466.155,,,,,1.886,m,FIX,2022-06-03 14:04:22.4 UTC-06:00,2022-06-03 14:04:22.4 UTC-06:00,1,1.7,,,,-114.3834972,43.33865517,1462.44,34.87,Global CS
306,,,,,-114.38358345,43.33835660,1466.114,,,,,1.886,m,FIX,2022-06-03 14:04:32.4 UTC-06:00,2022-06-03 14:04:32.4 UTC-06:00,1,1.7,,,,-114.3834972,43.33865517,1462.44,35.711,Global CS
307,,,,,-114.38359392,43.33835749,1466.218,,,,,1.886,m,FIX,2022-06-03 14:04:40.4 UTC-06:00,2022-06-03 14:04:40.4 UTC-06:00,1,1.7,,,,-114.3834972,43.33865517,1462.44,35.798,Global CS
308,,,,,-114.38359451,43.33836558,1466.206,,,,,1.886,m,FIX,2022-06-03 14:04:47.4 UTC-06:00,2022-06-03 14:04:47.4 UTC-06:00,1,1.7,,,,-114.3834972,43.33865517,1462.44,34.936,Global CS
309,,,,,-114.38360148,43.33832145,1466.154,,,,,1.886,m,FIX,2022-06-03 14:05:04.8 UTC-06:00,2022-06-03 14:05:04.8 UTC-06:00,1,1.7,,,,-114.3834972,43.33865517,1462.44,39.839,Global CS
311,,,,,-114.38361279,43.33832663,1466.253,,,,,1.886,m,FIX,2022-06-03 14:05:20.0 UTC-06:00,2022-06-03 14:05:20.0 UTC-06:00,1,1.7,,,,-114.3834972,43.33865517,1462.44,39.492,Global CS
312,,,,,-114.38361041,43.33832086,1466.187,,,,,1.886,m,FIX,2022-06-03 14:05:28.0 UTC-06:00,2022-06-03 14:05:28.0 UTC-06:00,1,1.7,,,,-114.3834972,43.33865517,1462.44,40.068,Global CS
313,,,,,-114.38359655,43.33811149,1466.122,,,,,1.886,m,FIX,2022-06-03 14:07:17.8 UTC-06:00,2022-06-03 14:07:17.8 UTC-06:00,1,1.7,,,,-114.3834972,43.33865517,1462.44,62.75,Global CS
314,,,,,-114.38358856,43.33811193,1466.120,,,,,1.886,m,FIX,2022-06-03 14:07:27.8 UTC-06:00,2022-06-03 14:07:27.8 UTC-06:00,1,1.7,,,,-114.3834972,43.33865517,1462.44,62.617,Global CS
315,,,,,-114.38358886,43.33811639,1466.122,,,,,1.886,m,FIX,2022-06-03 14:07:36.0 UTC-06:00,2022-06-03 14:07:36.0 UTC-06:00,1,1.7,,,,-114.3834972,43.33865517,1462.44,62.131,Global CS
316,,,,,-114.38359724,43.33811680,1466.054,,,,,1.886,m,FIX,2022-06-03 14:07:42.8 UTC-06:00,2022-06-03 14:07:42.8 UTC-06:00,1,1.7,,,,-114.3834972,43.33865517,1462.44,62.172,Global CS
317,,,,,-114.38351382,43.33799840,1465.791,,,,,1.886,m,FIX,2022-06-03 14:08:46.2 UTC-06:00,2022-06-03 14:08:46.2 UTC-06:00,1,1.5,,,,-114.3834972,43.33865517,1462.44,74.77,Global CS
318,,,,,-114.38351332,43.33800401,1465.768,,,,,1.886,m,FIX,2022-06-03 14:08:55.8 UTC-06:00,2022-06-03 14:08:55.8 UTC-06:00,1,1.5,,,,-114.3834972,43.33865517,1462.44,74.145,Global CS
319,,,,,-114.38351380,43.33800327,1465.809,,,,,1.886,m,FIX,2022-06-03 14:10:13.0 UTC-06:00,2022-06-03 14:10:13.0 UTC-06:00,1,1.4,,,,-114.3834972,43.33865517,1462.44,74.228,Global CS
320,,,,,-114.38352079,43.33800432,1465.787,,,,,1.886,m,FIX,2022-06-03 14:10:20.8 UTC-06:00,2022-06-03 14:10:20.8 UTC-06:00,1,1.4,,,,-114.3834972,43.33865517,1462.44,74.126,Global CS
321,,,,,-114.38352225,43.33800003,1465.804,,,,,1.886,m,FIX,2022-06-03 14:10:31.6 UTC-06:00,2022-06-03 14:10:31.6 UTC-06:00,1,1.5,,,,-114.3834972,43.33865517,1462.44,74.606,Global CS
322,,,,,-114.38353842,43.33799704,1465.831,,,,,1.886,m,FIX,2022-06-03 14:11:06.2 UTC-06:00,2022-06-03 14:11:06.2 UTC-06:00,1,1.5,,,,-114.3834972,43.33865517,1462.44,74.992,Global CS
323,,,,,-114.38354038,43.33799022,1465.811,,,,,1.886,m,FIX,2022-06-03 14:11:14.0 UTC-06:00,2022-06-03 14:11:14.0 UTC-06:00,1,1.4,,,,-114.3834972,43.33865517,1462.44,75.756,Global CS
324,,,,,-114.38354557,43.33799201,1465.861,,,,,1.886,m,FIX,2022-06-03 14:11:41.6 UTC-06:00,2022-06-03 14:11:41.6 UTC-06:00,1,1.4,,,,-114.3834972,43.33865517,1462.44,75.579,Global CS
325,,,,,-114.38354371,43.33799777,1465.848,,,,,1.886,m,FIX,2022-06-03 14:11:48.2 UTC-06:00,2022-06-03 14:11:48.2 UTC-06:00,1,1.5,,,,-114.3834972,43.33865517,1462.44,74.931,Global CS
326,,,,,-114.38344261,43.33787178,1465.487,,,,,1.886,m,FIX,2022-06-03 14:12:22.2 UTC-06:00,2022-06-03 14:12:22.2 UTC-06:00,1,1.5,,,,-114.3834972,43.33865517,1462.44,88.91,Global CS
327,,,,,-114.38343958,43.33787815,1465.474,,,,,1.886,m,FIX,2022-06-03 14:12:29.8 UTC-06:00,2022-06-03 14:12:29.8 UTC-06:00,1,1.5,,,,-114.3834972,43.33865517,1462.44,88.218,Global CS
328,,,,,-114.38343418,43.33786943,1465.448,,,,,1.886,m,FIX,2022-06-03 14:12:39.4 UTC-06:00,2022-06-03 14:12:39.4 UTC-06:00,1,1.5,,,,-114.3834972,43.33865517,1462.44,89.207,Global CS
329,,,,,-114.38342958,43.33787515,1465.500,,,,,1.886,m,FIX,2022-06-03 14:12:48.8 UTC-06:00,2022-06-03 14:12:48.8 UTC-06:00,1,1.5,,,,-114.3834972,43.33865517,1462.44,88.593,Global CS
330,,,,,-114.38337275,43.33783459,1465.478,,,,,1.886,m,FIX,2022-06-03 14:13:26.8 UTC-06:00,2022-06-03 14:13:26.8 UTC-06:00,1,1.5,,,,-114.3834972,43.33865517,1462.44,93.457,Global CS
332,,,,,-114.38337950,43.33782865,1465.529,,,,,1.886,m,FIX,2022-06-03 14:13:38.4 UTC-06:00,2022-06-03 14:13:38.4 UTC-06:00,1,1.5,,,,-114.3834972,43.33865517,1462.44,94.059,Global CS
334,,,,,-114.38332223,43.33783484,1465.331,,,,,1.886,m,FIX,2022-06-03 14:14:06.0 UTC-06:00,2022-06-03 14:14:06.0 UTC-06:00,1,1.5,,,,-114.3834972,43.33865517,1462.44,93.948,Global CS
335,,,,,-114.38332995,43.33783708,1465.409,,,,,1.886,m,FIX,2022-06-03 14:14:13.6 UTC-06:00,2022-06-03 14:14:13.6 UTC-06:00,1,1.5,,,,-114.3834972,43.33865517,1462.44,93.611,Global CS
336,,,,,-114.38332764,43.33784295,1465.334,,,,,1.886,m,FIX,2022-06-03 14:14:21.4 UTC-06:00,2022-06-03 14:14:21.4 UTC-06:00,1,1.5,,,,-114.3834972,43.33865517,1462.44,92.991,Global CS
337,,,,,-114.38332091,43.33784137,1465.305,,,,,1.886,m,FIX,2022-06-03 14:14:28.8 UTC-06:00,2022-06-03 14:14:28.8 UTC-06:00,1,1.5,,,,-114.3834972,43.33865517,1462.44,93.248,Global CS
338,,,,,-114.38325590,43.33782007,1465.232,,,,,1.886,m,FIX,2022-06-03 14:14:45.2 UTC-06:00,2022-06-03 14:14:45.2 UTC-06:00,1,1.5,,,,-114.3834972,43.33865517,1462.44,96.499,Global CS
339,,,,,-114.38324956,43.33781871,1465.313,,,,,1.886,m,FIX,2022-06-03 14:14:51.4 UTC-06:00,2022-06-03 14:14:51.4 UTC-06:00,1,1.5,,,,-114.3834972,43.33865517,1462.44,96.751,Global CS
340,,,,,-114.38324898,43.33781216,1465.297,,,,,1.886,m,FIX,2022-06-03 14:14:59.2 UTC-06:00,2022-06-03 14:14:59.2 UTC-06:00,1,1.5,,,,-114.3834972,43.33865517,1462.44,97.47,Global CS
341,,,,,-114.38325789,43.33781198,1465.254,,,,,1.886,m,FIX,2022-06-03 14:15:07.0 UTC-06:00,2022-06-03 14:15:07.0 UTC-06:00,1,1.6,,,,-114.3834972,43.33865517,1462.44,97.347,Global CS
342,,,,,-114.38312452,43.33793231,1465.026,,,,,1.886,m,FIX,2022-06-03 14:15:59.6 UTC-06:00,2022-06-03 14:15:59.6 UTC-06:00,1,1.4,,,,-114.3834972,43.33865517,1462.44,87.36,Global CS
343,,,,,-114.38310628,43.33792460,1464.975,,,,,1.886,m,FIX,2022-06-03 14:16:11.6 UTC-06:00,2022-06-03 14:16:11.6 UTC-06:00,1,1.4,,,,-114.3834972,43.33865517,1462.44,88.678,Global CS
344,,,,,-114.38311679,43.33791042,1465.071,,,,,1.886,m,FIX,2022-06-03 14:17:25.8 UTC-06:00,2022-06-03 14:17:25.8 UTC-06:00,1,1.5,,,,-114.3834972,43.33865517,1462.44,89.863,Global CS
345,,,,,-114.38313181,43.33791437,1464.943,,,,,1.886,m,FIX,2022-06-03 14:17:38.2 UTC-06:00,2022-06-03 14:17:38.2 UTC-06:00,1,1.5,,,,-114.3834972,43.33865517,1462.44,89.043,Global CS
346,,,,,-114.38323532,43.33834784,1465.512,,,,,1.886,m,FIX,2022-06-03 14:18:46.4 UTC-06:00,2022-06-03 14:18:46.4 UTC-06:00,1,1.5,,,,-114.3834972,43.33865517,1462.44,41.547,Global CS
347,,,,,-114.38323957,43.33835414,1465.531,,,,,1.886,m,FIX,2022-06-03 14:18:55.0 UTC-06:00,2022-06-03 14:18:55.0 UTC-06:00,1,1.5,,,,-114.3834972,43.33865517,1462.44,40.766,Global CS
